# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-1580 b,Confirmed,,,,,,,0.188,0.028,0.027,56.6449279,0.0008525,0.0008525,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1580,285.968722,41.363559,,,11.584,11.298,11.254,872,,,0.12,0.081,0.099,1.47,0.11,0.11,2.15,0.3,0.3,,,,,6228,81.47,75.22,,,
Kepler-1581 b,Confirmed,,,,,,,0.071,0.008,0.012,6.28385491,4.25E-05,4.25E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1581,287.371261,39.603581,,,11.331,11.106,11.025,443,,,0.07,0.083,0.084,1.12,0.04,0.06,1.23,0.14,0.2,,,,,6022,66.79,81.89,,,
Kepler-1582 b,Confirmed,,,,,,,0.133,0.012,0.015,4.83817712,8.84E-05,8.84E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1582,289.37665,41.158613,,,13.285,12.694,12.435,112,,,0.48,0.026,0.011,0.28,0.03,0.03,0.3,0.03,0.02,,,,,3208,23.86,24.62,,,
Kepler-1583 b,Confirmed,,,,,,,0.054,0.004,0.008,9.32807355,8.85E-05,8.85E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1583,286.386934,47.016628,,,11.693,11.329,11.279,357,,,-0.07,0.174,0.149,0.94,0.06,0.05,0.91,0.07,0.12,,,,,5645,81.55,83.87,,,
Kepler-1584 b,Confirmed,,,,,,,0.144,0.019,0.036,13.3997099,0.000157,0.000157,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1584,287.762683,43.274429,,,13.921,13.642,13.524,1325,,,0,0.196,0.14,1.1,0.07,0.09,1.13,0.12,0.28,,,,,6069,93.46,86.35,,,
Kepler-1585 b,Confirmed,,,,,,,0.16,0.014,0.022,3.5827463,1.74E-05,1.74E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1585,296.159005,44.563114,,,14.566,14.156,14.125,1269,,,0.08,0.14,0.144,0.94,0.05,0.05,0.91,0.06,0.12,,,,,5538,154.22,111.3,,,
Kepler-1586 b,Confirmed,,,,,,,0.136,0.03,0.058,15.6049212,0.0001365,0.0001365,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1586,298.202609,44.925827,,,11.964,11.713,11.643,864,,,0.06,0.152,0.133,1.45,0.19,0.23,1.75,0.37,0.69,,,,,6681,299.6,268,,,
Kepler-1587 b,Confirmed,,,,,,,0.119,0.021,0.042,9.4060467,0.0001376,0.0001376,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1587,292.677726,49.66391,,,12.957,12.705,12.632,907,,,0.07,0.087,0.09,1.08,0.04,0.06,1.22,0.15,0.19,,,,,5933,77.98,79.13,,,
Kepler-1588 b,Confirmed,,,,,,,0.068,0.006,0.01,7.84931739,9.46E-05,9.46E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1588,288.232715,48.002178,,,12.766,12.456,12.383,658,,,-0.14,0.13,0.126,0.96,0.05,0.04,0.99,0.08,0.12,,,,,5817,56.87,69.45,,,
Kepler-1589 b,Confirmed,,,,,,,0.097,0.015,0.039,0.99166527,7.84E-06,7.84E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1589,294.441792,40.571686,,,13.859,13.549,13.544,1418,,,0.08,0.145,0.149,1.18,0.11,0.17,1.25,0.18,0.5,,,,,6166,232.41,169.76,,,
Kepler-159 b,Confirmed,,,,,,,0.212,0.016,0.016,10.139623,2.20E-05,2.20E-05,0.082,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-159,297.07016,40.868786,,,13.104,12.53,12.357,,,,-0.911,,,,,,0.66,0.03,0.03,,,,,4625,100,100,,,
Kepler-159 c,Confirmed,,,,,,,0.304,0.025,0.025,43.595792,0.000125,0.000125,0.218,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-159,297.07016,40.868786,,,13.104,12.53,12.357,,,,-0.911,,,,,,0.66,0.03,0.03,,,,,4625,100,100,,,
Kepler-1590 b,Confirmed,,,,,,,0.102,0.013,0.03,7.61760804,4.33E-05,4.33E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1590,291.407812,48.017891,,,13.025,12.724,12.693,900,,,0.03,0.161,0.134,1.11,0.07,0.1,1.16,0.14,0.34,,,,,6053,137,122.92,,,
Kepler-1591 b,Confirmed,,,,,,,0.113,0.017,0.037,8.18504949,7.83E-05,7.83E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1591,296.516659,44.608608,,,13.509,13.198,13.107,1090,,,0.01,0.175,0.136,1.1,0.1,0.13,1.16,0.17,0.36,,,,,6082,232.08,168.06,,,
Kepler-1592 b,Confirmed,,,,,,,0.137,0.025,0.062,3.05710069,2.33E-05,2.33E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1592,293.850646,38.397749,,,13.697,13.388,13.345,1349,,,0.04,0.167,0.129,1.18,0.12,0.2,1.28,0.23,0.57,,,,,6213,246.35,223.89,,,
Kepler-1593 b,Confirmed,,,,,,,0.283,0.025,0.027,174.509835,0.001852,0.001852,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1593,300.48818,44.46067,,,14.188,13.675,13.452,755,,,0.02,0.168,0.17,0.81,0.05,0.06,0.77,0.05,0.07,,,,,4995,219.42,243.24,,,
Kepler-1594 b,Confirmed,,,,,,,0.095,0.011,0.023,2.71603809,1.36E-05,1.36E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1594,293.62309,47.961914,,,13.649,13.344,13.322,1100,,,0.03,0.167,0.14,1.06,0.07,0.07,1.08,0.11,0.26,,,,,5946,125.41,94.8,,,
Kepler-1595 b,Confirmed,,,,,,,0.11,0.009,0.008,4.56380468,3.24E-05,3.24E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1595,285.722721,43.00948,,,14.04,13.609,13.527,841,,,-0.02,0.166,0.152,0.84,0.04,0.04,0.8,0.04,0.05,,,,,5203,66.07,61.17,,,
Kepler-1596 b,Confirmed,,,,,,,0.17,0.015,0.022,66.373379,0.001476,0.001476,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1596,285.557511,49.330074,,,14.25,13.861,13.826,1166,,,-0.11,0.213,0.162,0.95,0.07,0.05,0.92,0.07,0.11,,,,,5706,66.32,76.54,,,
Kepler-1597 b,Confirmed,,,,,,,0.095,0.015,0.042,2.94654179,3.47E-05,3.47E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1597,288.163973,42.481083,,,13.241,12.965,12.927,1255,,,0.02,0.184,0.125,1.25,0.11,0.2,1.39,0.21,0.61,,,,,6377,114.19,131.93,,,
Kepler-1598 b,Confirmed,,,,,,,0.085,0.009,0.025,4.34195123,2.83E-05,2.83E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1598,288.469102,46.78368,,,12.734,12.444,12.42,734,,,0.04,0.16,0.145,1.07,0.06,0.07,1.09,0.1,0.31,,,,,5940,88.75,75,,,
Kepler-1599 b,Confirmed,,,,,,,0.145,0.021,0.029,122.363553,0.008968,0.008968,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1599,286.220889,41.151251,,,13.735,13.386,13.361,1004,,,0.02,0.159,0.133,0.99,0.05,0.06,0.99,0.09,0.18,,,,,5767,125.25,97.64,,,
Kepler-16 (AB) b,Confirmed,0.333,0.016,0.016,,,,0.7538,0.0023,0.0023,228.776,0.037,0.037,0.7048,0.001,0.001,0.00685,0.00146,0.00146,90.0322,0.0023,0.0023,,2011,30/08/2013,318,22,22,,,,,,,2455212.123,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-16 (AB),289.075,51.7575,12,,,,,,,,-0.3,0.2,0.2,0.8499,0.017,0.017,0.65,0,0,K,,,,4450,150,150,,,
Kepler-160 b,Confirmed,,,,,,,0.137,0.068,0.068,4.309427,1.70E-05,1.70E-05,0.05,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-160,287.7735902,42.869286,,,13.46,13.101,13.052,,,,-0.361,,,,,,0.88,0.43,0.43,,,,,5857,200,200,,,
Kepler-160 c,Confirmed,,,,,,,0.322,0.158,0.158,13.699087,3.10E-05,3.10E-05,0.109,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-160,287.7735902,42.869286,,,13.46,13.101,13.052,,,,-0.361,,,,,,0.88,0.43,0.43,,,,,5857,200,200,,,
Kepler-1600 b,Confirmed,,,,,,,0.279,0.015,0.025,386.370548,0.008591,0.008591,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1600,291.399384,38.787752,,,14.351,13.903,13.896,992,,,0.07,0.146,0.144,0.86,0.04,0.04,0.82,0.04,0.05,,,,,5214,91.43,66.69,,,
Kepler-1601 b,Confirmed,,,,,,,0.073,0.01,0.021,2.20921951,1.51E-05,1.51E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1601,285.512943,38.079748,,,12.602,12.311,12.216,660,,,0.05,0.154,0.145,1.04,0.06,0.07,1.07,0.12,0.31,,,,,5869,118.62,90.84,,,
Kepler-1602 b,Confirmed,,,,,,,0.12,0.021,0.052,11.17931605,7.50E-05,7.50E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1602,293.580858,40.427478,,,12.386,12.1,12.06,815,,,0.02,0.168,0.119,1.22,0.11,0.2,1.36,0.22,0.58,,,,,6296,152.7,217.69,,,
Kepler-1603 b,Confirmed,,,,,,,0.115,0.017,0.042,2.27163926,2.34E-05,2.34E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1603,295.329843,42.534966,,,14.191,13.928,13.84,1751,,,0.07,0.141,0.14,1.21,0.1,0.15,1.31,0.18,0.48,,,,,6241,168.54,116.66,,,
Kepler-1604 b,Confirmed,,,,,,,0.126,0.01,0.017,0.68368426,6.30E-07,6.30E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1604,285.410633,44.412212,,,13.389,12.924,12.821,562,,,0.02,0.164,0.151,0.81,0.04,0.03,0.76,0.03,0.03,,,,,4976,51.36,49.62,,,
Kepler-1605 b,Confirmed,,,,,,,0.096,0.007,0.008,85.7565495,0.0006161,0.0006161,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1605,287.134895,47.488621,,,11.064,10.655,10.587,224,,,-0.01,0.157,0.15,0.86,0.04,0.04,0.82,0.05,0.06,,,,,5280,59.11,56.11,,,
Kepler-1606 b,Confirmed,,,,,,,0.185,0.013,0.021,196.435224,0.003935,0.003935,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1606,286.378264,43.07325,,,13.875,13.502,13.4,880,,,0.01,0.162,0.144,0.9,0.04,0.04,0.86,0.05,0.08,,,,,5422,63.5,59.86,,,
Kepler-1607 b,Confirmed,,,,,,,0.082,0.012,0.029,13.6473676,0.0002102,0.0002102,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1607,296.059869,42.656051,,,12.592,12.271,12.218,735,,,0.05,0.146,0.135,1.14,0.1,0.14,1.21,0.18,0.43,,,,,6116,199.25,118.51,,,
Kepler-1608 b,Confirmed,,,,,,,0.154,0.017,0.014,16.4735686,0.0001698,0.0001698,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1608,295.563558,39.417606,,,14.419,13.83,13.836,832,,,-0.24,0.239,0.201,0.75,0.07,0.05,0.72,0.07,0.05,,,,,4992,72.99,119.01,,,
Kepler-1609 b,Confirmed,,,,,,,0.198,0.029,0.08,114.34219,0.004097,0.004097,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1609,290.146555,39.665821,,,13.918,13.687,13.508,1483,,,0.1,0.126,0.145,1.18,0.09,0.16,1.27,0.17,0.51,,,,,6132,146.65,88.96,,,
Kepler-161 b,Confirmed,,,,,,,0.189,0.012,0.012,4.921355,6.00E-06,6.00E-06,0.054,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-161,290.5164795,43.083824,,,12.767,12.329,12.246,,,,-0.093,,,0.77,,,0.81,0.05,0.05,,,,,5078,100,100,,,
Kepler-161 c,Confirmed,,,,,,,0.183,0.013,0.013,7.06424,1.10E-05,1.10E-05,0.068,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-161,290.5164795,43.083824,,,12.767,12.329,12.246,,,,-0.093,,,0.77,,,0.81,0.05,0.05,,,,,5078,100,100,,,
Kepler-1610 b,Confirmed,,,,,,,0.144,0.012,0.017,8.70181574,8.32E-05,8.32E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1610,295.90501,45.405434,,,14.307,13.912,13.905,1063,,,0.1,0.145,0.154,0.91,0.04,0.04,0.87,0.04,0.09,,,,,5383,82.73,61.72,,,
Kepler-1611 b,Confirmed,,,,,,,0.072,0.006,0.014,5.1762429,5.83E-05,5.83E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1611,296.512049,49.727764,,,13.137,12.782,12.689,686,,,0.01,0.172,0.135,0.94,0.05,0.04,0.93,0.07,0.17,,,,,5605,122.47,89.65,,,
Kepler-1612 b,Confirmed,,,,,,,0.092,0.01,0.016,3.91795101,2.73E-05,2.73E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1612,291.250279,45.655075,,,13.498,13.141,13.075,837,,,0.03,0.166,0.14,0.96,0.05,0.05,0.94,0.07,0.16,,,,,5643,130.31,104.98,,,
Kepler-1613 b,Confirmed,,,,,,,0.186,0.045,0.039,1.5184299,0.0001991,0.0001991,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1613,289.875041,43.420963,,,12.999,12.731,12.653,855,,,0.01,0.174,0.152,1.08,0.07,0.08,1.12,0.12,0.24,,,,,6005,111.57,92.89,,,
Kepler-1614 b,Confirmed,,,,,,,0.133,0.013,0.011,3.9466141,3.02E-05,3.02E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1614,284.871334,49.775913,,,14.588,14.053,14.001,982,,,-0.17,0.222,0.173,0.79,0.06,0.05,0.76,0.07,0.05,,,,,5121,46.14,50.38,,,
Kepler-1615 b,Confirmed,,,,,,,0.184,0.052,0.043,47.3126192,0.0008593,0.0008593,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1615,286.359226,42.227478,,,13.402,13.104,13.048,940,,,0.06,0.159,0.147,1.04,0.06,0.06,1.05,0.09,0.24,,,,,5865,105.58,85.98,,,
Kepler-1616 b,Confirmed,,,,,,,0.091,0.013,0.042,6.76284377,6.95E-05,6.95E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1616,286.543637,45.304874,,,12.523,12.263,12.228,862,,,0.02,0.159,0.127,1.21,0.1,0.19,1.34,0.19,0.62,,,,,6266,92.78,93.46,,,
Kepler-1617 b,Confirmed,,,,,,,0.107,0.014,0.033,27.4785572,0.0005078,0.0005078,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1617,287.937219,46.418491,,,12.665,12.369,12.323,813,,,0.01,0.165,0.123,1.15,0.08,0.13,1.22,0.15,0.38,,,,,6167,77.96,84.79,,,
Kepler-1618 b,Confirmed,,,,,,,0.112,0.021,0.046,6.10826019,8.99E-05,8.99E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1618,295.175391,45.930908,,,12.779,12.539,12.473,1238,,,0.04,0.161,0.13,1.41,0.15,0.22,1.65,0.29,0.68,,,,,6620,143.89,213.78,,,
Kepler-1619 b,Confirmed,,,,,,,0.068,0.007,0.013,23.6225913,0.000542,0.000542,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1619,285.703472,44.422001,,,12.232,11.888,11.858,520,,,-0.07,0.22,0.147,1,0.07,0.06,1,0.09,0.19,,,,,5852,80.99,90.66,,,
Kepler-162 b,Confirmed,,,,,,,0.112,0.06,0.06,6.919798,5.20E-05,5.20E-05,0.069,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-162,297.2789001,43.724018,,,13.041,12.708,12.658,,,,-0.301,,,,,,0.96,0.51,0.51,,,,,5816,200,200,,,
Kepler-162 c,Confirmed,,,,,,,0.27,0.145,0.145,19.446355,4.50E-05,4.50E-05,0.137,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-162,297.2789001,43.724018,,,13.041,12.708,12.658,,,,-0.301,,,,,,0.96,0.51,0.51,,,,,5816,200,200,,,
Kepler-1620 b,Confirmed,,,,,,,0.144,0.024,0.057,101.951829,0.001572,0.001572,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1620,297.270876,46.928417,,,12.559,12.283,12.198,773,,,0.03,0.156,0.134,1.15,0.1,0.16,1.23,0.18,0.48,,,,,6157,167.55,120.8,,,
Kepler-1621 b,Confirmed,,,,,,,0.193,0.033,0.071,92.263714,0.002385,0.002385,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1621,297.588518,43.841221,,,13.942,13.623,13.602,1461,,,0.03,0.16,0.133,1.15,0.11,0.2,1.24,0.2,0.46,,,,,6158,219.74,276.88,,,
Kepler-1622 b,Confirmed,,,,,,,0.131,0.024,0.061,10.8118737,0.0001009,0.0001009,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1622,297.32891,47.815472,,,12.422,12.18,12.104,927,,,0.04,0.145,0.133,1.31,0.13,0.22,1.5,0.26,0.69,,,,,6436,172.76,154.47,,,
Kepler-1623 b,Confirmed,,,,,,,0.117,0.016,0.028,4.36128348,2.70E-05,2.70E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1623,294.082695,39.556103,,,13.715,13.379,13.245,986,,,0.04,0.171,0.143,1,0.07,0.07,1,0.11,0.23,,,,,5772,187.15,140.28,,,
Kepler-1624 b,Confirmed,,,,,,,0.509,0.041,0.035,3.29030452,4.56E-06,4.56E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1624,292.57986,37.376411,,,13.141,12.504,12.312,199,,,0.06,0.118,0.112,0.5,0.04,0.03,0.47,0.04,0.03,,,,,3636,53.35,58.98,,,
Kepler-1625 b,Confirmed,10,,,,,,1,,,287.378949,0.002983,0.002983,,,,,,,,,,,2016,09/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,Theoretical,Primary Transit,,,Kepler-1625,295.429347,39.886547,,,14.364,13.989,13.916,1213,,,0.01,0.189,0.134,0.96,0.06,0.06,1.793,0.488,0.263,,,,,5677,162.14,107.4,,,
Kepler-1626 b,Confirmed,,,,,,,0.18,0.038,0.059,4.13962966,2.85E-05,2.85E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1626,296.500445,40.72123,,,13.255,13.039,12.967,1718,,,0.04,0.147,0.127,1.51,0.2,0.21,1.85,0.39,0.6,,,,,6826,316.8,286.4,,,
Kepler-1627 b,Confirmed,,,,,,,0.329,0.037,0.044,7.20283653,8.77E-05,8.77E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1627,284.056684,41.576733,,,11.69,11.298,11.194,311,,,-0.1,0.177,0.161,0.87,0.06,0.05,0.84,0.07,0.09,,,,,5445,121.15,93.89,,,
Kepler-1628 b,Confirmed,,,,,,,0.574,0.045,0.084,76.378033,0.001833,0.001833,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1628,281.6337,43.411579,,,14.126,13.41,13.224,352,,,0.17,0.107,0.104,0.55,0.03,0.04,0.52,0.03,0.04,,,,,3724,48.58,65.64,,,
Kepler-1629 b,Confirmed,,,,,,,0.069,0.007,0.013,3.87595807,2.38E-05,2.38E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1629,280.206621,43.774297,,,11.595,11.302,11.218,390,,,0.05,0.156,0.147,1.01,0.05,0.05,1.01,0.08,0.19,,,,,5776,74.65,68.39,,,
Kepler-163 b,Confirmed,,,,,,,0.094,0.039,0.039,7.810937,0.000107,0.000107,0.078,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-163,295.0028076,46.987328,,,13.194,12.85,12.784,,,,-0.016,,,0.96,,,0.92,0.38,0.38,,,,,5776,200,200,,,
Kepler-163 c,Confirmed,,,,,,,0.202,0.084,0.084,21.347262,8.10E-05,8.10E-05,0.152,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-163,295.0028076,46.987328,,,13.194,12.85,12.784,,,,-0.016,,,0.96,,,0.92,0.38,0.38,,,,,5776,200,200,,,
